kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Menn;Alle studieretninger/utdanningsprogram;Gjennomført VKII/gått opp til fagprøve, ikke bestått;Uoppgitt utdanning;2010-2015;87;13.1
Menn;Alle studieretninger/utdanningsprogram;Gjennomført VKII/gått opp til fagprøve, ikke bestått;Uoppgitt utdanning;2011-2016;110;11.8
Menn;Alle studieretninger/utdanningsprogram;Gjennomført VKII/gått opp til fagprøve, ikke bestått;Uoppgitt utdanning;2012-2017;124;10.2
Menn;Alle studieretninger/utdanningsprogram;Gjennomført VKII/gått opp til fagprøve, ikke bestått;Uoppgitt utdanning;2013-2018;109;8.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;1994-1999;7313;26.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;1997-2002;5993;22.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;1998-2003;6089;22.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;1999-2004;5956;22.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2000-2005;5935;22.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2001-2006;6113;22.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2002-2007;6236;22.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2003-2008;6592;22.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2004-2009;6580;21.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2005-2010;6793;21.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2006-2011;6596;20.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2007-2012;6569;20.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2008-2013;6157;18.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2009-2014;5827;18.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2010-2015;5655;17.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2011-2016;5694;17
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2012-2017;5603;16.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Alle utdanningsnivå;2013-2018;5458;16.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;1994-1999;203;7.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;1997-2002;166;6.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;1998-2003;166;6.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;1999-2004;196;7.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2000-2005;181;6.7
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2001-2006;197;7.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2002-2007;191;6.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2003-2008;224;7.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2004-2009;218;6.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2005-2010;213;6.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2006-2011;193;5.7
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2007-2012;233;6.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2008-2013;254;6.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2009-2014;249;6.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2010-2015;211;5.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2011-2016;257;6.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2012-2017;253;5.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Lang høyere utdanning;2013-2018;253;5.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;1994-1999;915;14.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;1997-2002;832;12.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;1998-2003;875;12.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;1999-2004;839;11.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2000-2005;941;12.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2001-2006;950;12.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2002-2007;1060;13.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2003-2008;1071;13.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2004-2009;1106;12.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2005-2010;1156;12.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2006-2011;1171;11.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2007-2012;1228;12
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2008-2013;1163;11.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2009-2014;1144;10.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2010-2015;1111;10.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2011-2016;1183;10.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2012-2017;1146;9.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Kort høyere utdanning;2013-2018;1157;9.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;1994-1999;4296;29
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;1997-2002;3331;24.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;1998-2003;3417;24.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;1999-2004;3279;25.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2000-2005;3186;24.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2001-2006;3262;25.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2002-2007;3257;24.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2003-2008;3481;25.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2004-2009;3452;24.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2005-2010;3475;24.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2006-2011;3464;23.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2007-2012;3443;23.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2008-2013;3250;22
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2009-2014;2967;21.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2010-2015;2856;20.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2011-2016;2721;19.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2012-2017;2714;19.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Videregående utdanning;2013-2018;2549;19.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;1994-1999;1634;47.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;1997-2002;1474;43.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;1998-2003;1472;44.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;1999-2004;1503;44.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2000-2005;1415;43.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2001-2006;1471;43.7
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2002-2007;1479;43.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2003-2008;1535;43.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2004-2009;1529;43.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2005-2010;1594;44.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2006-2011;1454;42.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2007-2012;1461;41.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2008-2013;1266;39.3
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2009-2014;1213;37.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2010-2015;1209;38.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2011-2016;1151;36
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2012-2017;1028;33.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Grunnskoleutdanning;2013-2018;971;32.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;1994-1999;265;57.5
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;1997-2002;190;59.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;1998-2003;159;57.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;1999-2004;139;55.4
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2000-2005;212;52.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2001-2006;233;54.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2002-2007;249;48.7
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2003-2008;281;46.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2004-2009;275;43
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2005-2010;355;47.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2006-2011;314;49.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2007-2012;204;43.8
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2008-2013;224;42.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2009-2014;254;44.6
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2010-2015;268;40.2
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2011-2016;382;40.9
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2012-2017;462;38.1
Menn;Alle studieretninger/utdanningsprogram;Sluttet underveis;Uoppgitt utdanning;2013-2018;528;41.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;1994-1999;14225;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;1997-2002;12984;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;1998-2003;13137;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;1999-2004;13099;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2000-2005;12938;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2001-2006;12293;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2002-2007;12086;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2003-2008;11991;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2004-2009;12905;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2005-2010;13722;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2006-2011;14367;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2007-2012;14420;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2008-2013;14652;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2009-2014;14644;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2010-2015;14737;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2011-2016;15295;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2012-2017;15619;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Alle utdanningsnivå;2013-2018;15536;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;1994-1999;2180;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;1997-2002;2266;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;1998-2003;2305;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;1999-2004;2282;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2000-2005;2240;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2001-2006;2233;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2002-2007;2304;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2003-2008;2264;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2004-2009;2418;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2005-2010;2570;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2006-2011;2666;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2007-2012;2781;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2008-2013;2914;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2009-2014;3023;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2010-2015;3024;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2011-2016;3198;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2012-2017;3429;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2013-2018;3608;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1994-1999;4508;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1997-2002;4446;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1998-2003;4512;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1999-2004;4710;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2000-2005;4641;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2001-2006;4571;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2002-2007;4560;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2003-2008;4568;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2004-2009;5087;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2005-2010;5434;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2006-2011;5672;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2007-2012;5801;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2008-2013;5958;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2009-2014;6033;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2010-2015;6271;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2011-2016;6370;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2012-2017;6529;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2013-2018;6548;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1994-1999;6229;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1997-2002;5158;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1998-2003;5229;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1999-2004;5020;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2000-2005;4876;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2001-2006;4413;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2002-2007;4133;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2003-2008;4076;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2004-2009;4309;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2005-2010;4543;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2006-2011;4958;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2007-2012;4676;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2008-2013;4692;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2009-2014;4541;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2010-2015;4417;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2011-2016;4554;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2012-2017;4502;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2013-2018;4245;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1994-1999;1034;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1997-2002;961;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1998-2003;958;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1999-2004;945;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2000-2005;984;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2001-2006;874;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2002-2007;844;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2003-2008;809;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2004-2009;833;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2005-2010;838;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2006-2011;858;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2007-2012;991;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2008-2013;898;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2009-2014;855;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2010-2015;825;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2011-2016;894;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2012-2017;855;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2013-2018;877;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1994-1999;274;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1997-2002;153;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1998-2003;133;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1999-2004;142;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2000-2005;197;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2001-2006;202;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2002-2007;245;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2003-2008;274;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2004-2009;258;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2005-2010;337;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2006-2011;213;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2007-2012;171;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2008-2013;190;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2009-2014;192;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2010-2015;200;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2011-2016;279;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2012-2017;304;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2013-2018;258;100
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1994-1999;10063;70.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1997-2002;8897;68.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1998-2003;9451;71.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1999-2004;9382;71.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2000-2005;8623;66.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2001-2006;8648;70.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2002-2007;8503;70.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2003-2008;8277;69
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2004-2009;8952;69.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2005-2010;9594;69.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2006-2011;9948;69.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2007-2012;9924;68.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2008-2013;10260;70
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2009-2014;10007;68.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2010-2015;10671;72.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2011-2016;10894;71.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2012-2017;11246;72
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2013-2018;11623;74.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1994-1999;1773;81.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1997-2002;1819;80.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1998-2003;1920;83.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1999-2004;1909;83.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2000-2005;1787;79.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2001-2006;1862;83.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2002-2007;1928;83.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2003-2008;1846;81.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2004-2009;1947;80.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2005-2010;2083;81.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2006-2011;2151;80.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2007-2012;2230;80.2
